,occurrence_no,locality,county_original,state,cc,notes
1540,1340709,Thuringia,Gotha District,Thuringia,DE,
1541,1340709,Thuringia,Gotha District,Thuringia,DE,
1542,1340709,Thuringia,Gotha District,Thuringia,DE,
1543,1340709,Thuringia,Gotha District,Thuringia,DE,
1544,1340709,Thuringia,Gotha District,Thuringia,DE,
1545,1340709,Thuringia,Gotha District,Thuringia,DE,
1546,1340709,Thuringia,Gotha District,Thuringia,DE,
1547,1340709,Thuringia,Gotha District,Thuringia,DE,
1548,1340709,Thuringia,Gotha District,Thuringia,DE,
1549,1340709,Thuringia,Gotha District,Thuringia,DE,
1550,1340709,Thuringia,Gotha District,Thuringia,DE,
1551,1340709,Thuringia,Gotha District,Thuringia,DE,
1552,1340709,Thuringia,Gotha District,Thuringia,DE,
1553,1340709,Thuringia,Gotha District,Thuringia,DE,
1554,1340709,Thuringia,Gotha District,Thuringia,DE,
1555,1340709,Thuringia,Gotha District,Thuringia,DE,
1556,1340709,Thuringia,Gotha District,Thuringia,DE,
1557,1340709,Thuringia,Gotha District,Thuringia,DE,
1558,1340709,Thuringia,Gotha District,Thuringia,DE,
1559,1340709,Thuringia,Gotha District,Thuringia,DE,
1560,1340709,Thuringia,Gotha District,Thuringia,DE,
1561,1340709,Thuringia,Gotha District,Thuringia,DE,
1562,1340709,Thuringia,Gotha District,Thuringia,DE,
1563,1340709,Thuringia,Gotha District,Thuringia,DE,
1564,1340709,Thuringia,Gotha District,Thuringia,DE,
1565,1340709,Thuringia,Gotha District,Thuringia,DE,
1566,1340709,Thuringia,Gotha District,Thuringia,DE,
1567,1340709,Thuringia,Gotha District,Thuringia,DE,
1568,1340709,Thuringia,Gotha District,Thuringia,DE,
1569,1340709,Thuringia,Gotha District,Thuringia,DE,
1570,1340709,Thuringia,Gotha District,Thuringia,DE,
1571,1340709,Thuringia,Gotha District,Thuringia,DE,
1572,1340709,Thuringia,Gotha District,Thuringia,DE,
1573,1340709,Thuringia,Gotha District,Thuringia,DE,
1574,1340709,Thuringia,Gotha District,Thuringia,DE,
1575,1340709,Thuringia,Gotha District,Thuringia,DE,
1576,1340709,Thuringia,Gotha District,Thuringia,DE,
1577,1340709,Thuringia,Gotha District,Thuringia,DE,
1578,1340709,Thuringia,Gotha District,Thuringia,DE,
1579,1340709,Thuringia,Gotha District,Thuringia,DE,
1580,1340709,Thuringia,Gotha District,Thuringia,DE,
1581,1340709,Thuringia,Gotha District,Thuringia,DE,
1582,1340709,Thuringia,Gotha District,Thuringia,DE,
1583,1340709,Thuringia,Gotha District,Thuringia,DE,
1584,1340709,Thuringia,Gotha District,Thuringia,DE,
1585,1340709,Thuringia,Gotha District,Thuringia,DE,
1586,1340709,Thuringia,Gotha District,Thuringia,DE,
1587,1340709,Thuringia,Gotha District,Thuringia,DE,
1588,1340709,Thuringia,Gotha District,Thuringia,DE,
1589,1340709,Thuringia,Gotha District,Thuringia,DE,
1590,1340709,Thuringia,Gotha District,Thuringia,DE,
1591,1340709,Thuringia,Gotha District,Thuringia,DE,
1592,1340709,Thuringia,Gotha District,Thuringia,DE,
1593,1340709,Thuringia,Gotha District,Thuringia,DE,
1594,1340709,Thuringia,Gotha District,Thuringia,DE,
1595,1340709,Thuringia,Gotha District,Thuringia,DE,
1596,1340709,Thuringia,Gotha District,Thuringia,DE,
1597,1340709,Thuringia,Gotha District,Thuringia,DE,
1598,1340709,Thuringia,Gotha District,Thuringia,DE,
1599,1340709,Thuringia,Gotha District,Thuringia,DE,
1600,1340709,Thuringia,Gotha District,Thuringia,DE,
1601,1340709,Thuringia,Gotha District,Thuringia,DE,
1602,1340709,Thuringia,Gotha District,Thuringia,DE,
1603,1340709,Thuringia,Gotha District,Thuringia,DE,
1604,1340709,Thuringia,Gotha District,Thuringia,DE,
1605,1340709,Thuringia,Gotha District,Thuringia,DE,
1606,1340709,Thuringia,Gotha District,Thuringia,DE,
1607,1340709,Thuringia,Gotha District,Thuringia,DE,
1608,1340709,Thuringia,Gotha District,Thuringia,DE,
1609,1340709,Thuringia,Gotha District,Thuringia,DE,
1610,1340709,Thuringia,Gotha District,Thuringia,DE,
1611,1340709,Thuringia,Gotha District,Thuringia,DE,
1612,1340709,Thuringia,Gotha District,Thuringia,DE,
1613,1340709,Thuringia,Gotha District,Thuringia,DE,
1614,1340709,Thuringia,Gotha District,Thuringia,DE,
1615,1340709,Thuringia,Gotha District,Thuringia,DE,
1616,1340709,Thuringia,Gotha District,Thuringia,DE,
1617,1340709,Thuringia,Gotha District,Thuringia,DE,
1618,1340709,Thuringia,Gotha District,Thuringia,DE,
1619,1340709,Thuringia,Gotha District,Thuringia,DE,
1620,1340709,Thuringia,Gotha District,Thuringia,DE,
1621,1340709,Thuringia,Gotha District,Thuringia,DE,
1622,1340709,Thuringia,Gotha District,Thuringia,DE,
1623,1340709,Thuringia,Gotha District,Thuringia,DE,
1624,1340709,Thuringia,Gotha District,Thuringia,DE,
1625,1340709,Thuringia,Gotha District,Thuringia,DE,
1626,1340709,Thuringia,Gotha District,Thuringia,DE,
1627,1340709,Thuringia,Gotha District,Thuringia,DE,
1628,1340709,Thuringia,Gotha District,Thuringia,DE,
1629,1340709,Thuringia,Gotha District,Thuringia,DE,
1630,1340709,Thuringia,Gotha District,Thuringia,DE,
1631,1340709,Thuringia,Gotha District,Thuringia,DE,
1632,1340709,Thuringia,Gotha District,Thuringia,DE,
1633,1340709,Thuringia,Gotha District,Thuringia,DE,
1634,1340709,Thuringia,Gotha District,Thuringia,DE,
1635,1340709,Thuringia,Gotha District,Thuringia,DE,
1636,1340709,Thuringia,Gotha District,Thuringia,DE,
1637,1340709,Thuringia,Gotha District,Thuringia,DE,
1638,1340709,Thuringia,Gotha District,Thuringia,DE,
1639,1340709,Thuringia,Gotha District,Thuringia,DE,
1640,1340709,Thuringia,Gotha District,Thuringia,DE,
1641,1340709,Thuringia,Gotha District,Thuringia,DE,
1642,1340709,Thuringia,Gotha District,Thuringia,DE,
1643,1340709,Thuringia,Gotha District,Thuringia,DE,
1644,1340709,Thuringia,Gotha District,Thuringia,DE,
1645,1340709,Thuringia,Gotha District,Thuringia,DE,
1646,1340709,Thuringia,Gotha District,Thuringia,DE,
1647,1340709,Thuringia,Gotha District,Thuringia,DE,
1648,1340709,Thuringia,Gotha District,Thuringia,DE,
1649,1340709,Thuringia,Gotha District,Thuringia,DE,
1650,1340709,Thuringia,Gotha District,Thuringia,DE,
1651,1340709,Thuringia,Gotha District,Thuringia,DE,
1652,1340709,Thuringia,Gotha District,Thuringia,DE,
1653,1340709,Thuringia,Gotha District,Thuringia,DE,
1654,1340709,Thuringia,Gotha District,Thuringia,DE,
1655,1340709,Thuringia,Gotha District,Thuringia,DE,
1656,1340709,Thuringia,Gotha District,Thuringia,DE,
1657,1340709,Thuringia,Gotha District,Thuringia,DE,
1658,1340709,Thuringia,Gotha District,Thuringia,DE,
1659,1340709,Thuringia,Gotha District,Thuringia,DE,
1660,1340709,Thuringia,Gotha District,Thuringia,DE,
1661,1340709,Thuringia,Gotha District,Thuringia,DE,
1662,1340709,Thuringia,Gotha District,Thuringia,DE,
1663,1340709,Thuringia,Gotha District,Thuringia,DE,
1664,1340709,Thuringia,Gotha District,Thuringia,DE,
1665,1340709,Thuringia,Gotha District,Thuringia,DE,
1666,1340709,Thuringia,Gotha District,Thuringia,DE,
1667,1340709,Thuringia,Gotha District,Thuringia,DE,
1668,1340709,Thuringia,Gotha District,Thuringia,DE,
1669,1340709,Thuringia,Gotha District,Thuringia,DE,
1670,1340709,Thuringia,Gotha District,Thuringia,DE,
1671,1340709,Thuringia,Gotha District,Thuringia,DE,
1672,1340709,Thuringia,Gotha District,Thuringia,DE,
1673,1340709,Thuringia,Gotha District,Thuringia,DE,
1674,1340709,Thuringia,Gotha District,Thuringia,DE,
1675,1340709,Thuringia,Gotha District,Thuringia,DE,
1676,1340709,Thuringia,Gotha District,Thuringia,DE,
1677,1340709,Thuringia,Gotha District,Thuringia,DE,
1678,1340709,Thuringia,Gotha District,Thuringia,DE,
1679,1340709,Thuringia,Gotha District,Thuringia,DE,
1680,1340709,Thuringia,Gotha District,Thuringia,DE,
1681,1340709,Thuringia,Gotha District,Thuringia,DE,
1682,1340709,Thuringia,Gotha District,Thuringia,DE,
1683,1340709,Thuringia,Gotha District,Thuringia,DE,
1684,1340709,Thuringia,Gotha District,Thuringia,DE,
1685,1340709,Thuringia,Gotha District,Thuringia,DE,
1686,1340709,Thuringia,Gotha District,Thuringia,DE,
1687,1340709,Thuringia,Gotha District,Thuringia,DE,
1688,1340709,Thuringia,Gotha District,Thuringia,DE,
1689,1340709,Thuringia,Gotha District,Thuringia,DE,
1690,1340709,Thuringia,Gotha District,Thuringia,DE,
1691,1340709,Thuringia,Gotha District,Thuringia,DE,
1692,1340709,Thuringia,Gotha District,Thuringia,DE,
1693,1340709,Thuringia,Gotha District,Thuringia,DE,
1694,1340709,Thuringia,Gotha District,Thuringia,DE,
1695,1340709,Thuringia,Gotha District,Thuringia,DE,
1696,1340709,Thuringia,Gotha District,Thuringia,DE,
1697,1340709,Thuringia,Gotha District,Thuringia,DE,
1698,1340709,Thuringia,Gotha District,Thuringia,DE,
1699,1340709,Thuringia,Gotha District,Thuringia,DE,
1700,1340709,Thuringia,Gotha District,Thuringia,DE,
1701,1340709,Thuringia,Gotha District,Thuringia,DE,
1702,1340709,Thuringia,Gotha District,Thuringia,DE,
1703,1340709,Thuringia,Gotha District,Thuringia,DE,
1704,1340709,Thuringia,Gotha District,Thuringia,DE,
1705,1340709,Thuringia,Gotha District,Thuringia,DE,
1706,1340709,Thuringia,Gotha District,Thuringia,DE,
1707,1340709,Thuringia,Gotha District,Thuringia,DE,
1708,1340709,Thuringia,Gotha District,Thuringia,DE,
1709,1340709,Thuringia,Gotha District,Thuringia,DE,
1710,1340709,Thuringia,Gotha District,Thuringia,DE,
1711,1340709,Thuringia,Gotha District,Thuringia,DE,
1712,1340709,Thuringia,Gotha District,Thuringia,DE,
1713,1340709,Thuringia,Gotha District,Thuringia,DE,
1714,1340709,Thuringia,Gotha District,Thuringia,DE,
1715,1340709,Thuringia,Gotha District,Thuringia,DE,
1716,1340709,Thuringia,Gotha District,Thuringia,DE,
1717,1340709,Thuringia,Gotha District,Thuringia,DE,
1718,1340709,Thuringia,Gotha District,Thuringia,DE,
1719,1340709,Thuringia,Gotha District,Thuringia,DE,
1720,1340709,Thuringia,Gotha District,Thuringia,DE,
1721,1340709,Thuringia,Gotha District,Thuringia,DE,
1722,1340709,Thuringia,Gotha District,Thuringia,DE,
1723,1340709,Thuringia,Gotha District,Thuringia,DE,
1724,1340709,Thuringia,Gotha District,Thuringia,DE,
1725,1340709,Thuringia,Gotha District,Thuringia,DE,
1726,1340709,Thuringia,Gotha District,Thuringia,DE,
1727,1340709,Thuringia,Gotha District,Thuringia,DE,
1728,1340709,Thuringia,Gotha District,Thuringia,DE,
1729,1340709,Thuringia,Gotha District,Thuringia,DE,
1730,1340709,Thuringia,Gotha District,Thuringia,DE,
1731,1340709,Thuringia,Gotha District,Thuringia,DE,
1732,1340709,Thuringia,Gotha District,Thuringia,DE,
1733,1340709,Thuringia,Gotha District,Thuringia,DE,
1734,1340709,Thuringia,Gotha District,Thuringia,DE,
1735,1340709,Thuringia,Gotha District,Thuringia,DE,
1736,1340709,Thuringia,Gotha District,Thuringia,DE,
1737,1340709,Thuringia,Gotha District,Thuringia,DE,
1738,1340709,Thuringia,Gotha District,Thuringia,DE,
1739,1340709,Thuringia,Gotha District,Thuringia,DE,
1740,1340709,Thuringia,Gotha District,Thuringia,DE,
1741,1340709,Thuringia,Gotha District,Thuringia,DE,
1742,1340709,Thuringia,Gotha District,Thuringia,DE,
1743,1340709,Thuringia,Gotha District,Thuringia,DE,
1744,1340709,Thuringia,Gotha District,Thuringia,DE,
1745,1340709,Thuringia,Gotha District,Thuringia,DE,
1746,1340709,Thuringia,Gotha District,Thuringia,DE,
1747,1340709,Thuringia,Gotha District,Thuringia,DE,
1748,1340709,Thuringia,Gotha District,Thuringia,DE,
1749,1340709,Thuringia,Gotha District,Thuringia,DE,
1750,1340709,Thuringia,Gotha District,Thuringia,DE,
1751,1340709,Thuringia,Gotha District,Thuringia,DE,
1752,1340709,Thuringia,Gotha District,Thuringia,DE,
1753,1340709,Thuringia,Gotha District,Thuringia,DE,
1754,1340709,Thuringia,Gotha District,Thuringia,DE,
1755,1340709,Thuringia,Gotha District,Thuringia,DE,
1756,1340709,Thuringia,Gotha District,Thuringia,DE,
1757,1340709,Thuringia,Gotha District,Thuringia,DE,
1758,1340709,Thuringia,Gotha District,Thuringia,DE,
1759,1340709,Thuringia,Gotha District,Thuringia,DE,
1760,1340709,Thuringia,Gotha District,Thuringia,DE,
1761,1340709,Thuringia,Gotha District,Thuringia,DE,
1762,1340709,Thuringia,Gotha District,Thuringia,DE,
1763,1340709,Thuringia,Gotha District,Thuringia,DE,
1764,1340709,Thuringia,Gotha District,Thuringia,DE,
1765,1340709,Thuringia,Gotha District,Thuringia,DE,
1766,1340709,Thuringia,Gotha District,Thuringia,DE,
1767,1340709,Thuringia,Gotha District,Thuringia,DE,
1768,1340709,Thuringia,Gotha District,Thuringia,DE,
1769,1340709,Thuringia,Gotha District,Thuringia,DE,
1770,1340709,Thuringia,Gotha District,Thuringia,DE,
1771,1340709,Thuringia,Gotha District,Thuringia,DE,
1772,1340709,Thuringia,Gotha District,Thuringia,DE,
1773,1340709,Thuringia,Gotha District,Thuringia,DE,
1774,1340709,Thuringia,Gotha District,Thuringia,DE,
1775,1340709,Thuringia,Gotha District,Thuringia,DE,
1776,1340709,Thuringia,Gotha District,Thuringia,DE,
1777,1340709,Thuringia,Gotha District,Thuringia,DE,
1778,1340709,Thuringia,Gotha District,Thuringia,DE,
1779,1340709,Thuringia,Gotha District,Thuringia,DE,
1780,1340709,Thuringia,Gotha District,Thuringia,DE,
1781,1340709,Thuringia,Gotha District,Thuringia,DE,
1782,1340709,Thuringia,Gotha District,Thuringia,DE,
1783,1340709,Thuringia,Gotha District,Thuringia,DE,
1784,1340709,Thuringia,Gotha District,Thuringia,DE,
1785,1340709,Thuringia,Gotha District,Thuringia,DE,
1786,1340709,Thuringia,Gotha District,Thuringia,DE,
1787,1340709,Thuringia,Gotha District,Thuringia,DE,
1788,1340709,Thuringia,Gotha District,Thuringia,DE,
1789,1340709,Thuringia,Gotha District,Thuringia,DE,
1790,1340709,Thuringia,Gotha District,Thuringia,DE,
1791,1340709,Thuringia,Gotha District,Thuringia,DE,
1792,1340709,Thuringia,Gotha District,Thuringia,DE,
1793,1340709,Thuringia,Gotha District,Thuringia,DE,
1794,1340709,Thuringia,Gotha District,Thuringia,DE,
1795,1340709,Thuringia,Gotha District,Thuringia,DE,
1796,1340709,Thuringia,Gotha District,Thuringia,DE,
1797,1340709,Thuringia,Gotha District,Thuringia,DE,
1798,1340709,Thuringia,Gotha District,Thuringia,DE,
1799,1340709,Thuringia,Gotha District,Thuringia,DE,
1800,1340709,Thuringia,Gotha District,Thuringia,DE,
1801,1340709,Thuringia,Gotha District,Thuringia,DE,
1802,1340709,Thuringia,Gotha District,Thuringia,DE,
1803,1340709,Thuringia,Gotha District,Thuringia,DE,
1804,1340709,Thuringia,Gotha District,Thuringia,DE,
1805,1340709,Thuringia,Gotha District,Thuringia,DE,
1806,1340709,Thuringia,Gotha District,Thuringia,DE,
1807,1340709,Thuringia,Gotha District,Thuringia,DE,
1808,1340709,Thuringia,Gotha District,Thuringia,DE,
1809,1340709,Thuringia,Gotha District,Thuringia,DE,
1810,1340709,Thuringia,Gotha District,Thuringia,DE,
1811,1340709,Thuringia,Gotha District,Thuringia,DE,
1812,1340709,Thuringia,Gotha District,Thuringia,DE,
1813,1340709,Thuringia,Gotha District,Thuringia,DE,
1814,1340709,Thuringia,Gotha District,Thuringia,DE,
1815,1340709,Thuringia,Gotha District,Thuringia,DE,
1816,1340709,Thuringia,Gotha District,Thuringia,DE,
1817,1340709,Thuringia,Gotha District,Thuringia,DE,
1818,1340709,Thuringia,Gotha District,Thuringia,DE,
1819,1340709,Thuringia,Gotha District,Thuringia,DE,
1820,1340709,Thuringia,Gotha District,Thuringia,DE,
1821,1340709,Thuringia,Gotha District,Thuringia,DE,
1822,1340709,Thuringia,Gotha District,Thuringia,DE,
1823,1340709,Thuringia,Gotha District,Thuringia,DE,
1824,1340709,Thuringia,Gotha District,Thuringia,DE,
1825,1340709,Thuringia,Gotha District,Thuringia,DE,
1826,1340709,Thuringia,Gotha District,Thuringia,DE,
1827,1340709,Thuringia,Gotha District,Thuringia,DE,
1828,1340709,Thuringia,Gotha District,Thuringia,DE,
1829,1340709,Thuringia,Gotha District,Thuringia,DE,
1830,1340709,Thuringia,Gotha District,Thuringia,DE,
1831,1340709,Thuringia,Gotha District,Thuringia,DE,
1832,1340709,Thuringia,Gotha District,Thuringia,DE,
1833,1340709,Thuringia,Gotha District,Thuringia,DE,
1834,1340709,Thuringia,Gotha District,Thuringia,DE,
1835,1340709,Thuringia,Gotha District,Thuringia,DE,
1836,1340709,Thuringia,Gotha District,Thuringia,DE,
1837,1340709,Thuringia,Gotha District,Thuringia,DE,
1838,1340709,Thuringia,Gotha District,Thuringia,DE,
1839,1340709,Thuringia,Gotha District,Thuringia,DE,
1840,1340709,Thuringia,Gotha District,Thuringia,DE,
1841,1340709,Thuringia,Gotha District,Thuringia,DE,
1842,1340713,Thuringia,,Thuringia,DE,
1843,1340714,Thuringia,,Thuringia,DE,
1844,1340715,Thuringia,,Thuringia,DE,
1845,1340716,Thuringia,Gotha District,Thuringia,DE,
1846,1340717,Thuringia,,Thuringia,DE,
1847,1341681,Pennsylvania,Allegheny,Pennsylvania,US,
1848,1342750,Czechia,Semily District,Liberec,CZ,
1849,1342751,Czechia,Semily District,Liberec,CZ,
1850,1347764,Rio Grande do Sul,Sao Joao do Polesine,Rio Grande do Sul,BR,
1851,1354748,Nizhegorod,Tonshaevo,Nizhegorod,RU,
1852,1354749,Vladimir,Vyaznikovskii,Vladimir,RU,
1853,1354929,Nizhegorod,Vetluga,Nizhegorod,RU,
1854,1355921,Free State,,Free State,ZA,
1855,1357107,Santa Catarina ,,Santa Catarina ,BR,
1856,1364550,Parana,Ortigueira,Parana,BR,
1857,1364551,Parana,Ortigueira,Parana,BR,
1858,1367333,Colorado,Garfield,Colorado,US,
1859,1367334,Colorado,Eagle,Colorado,US,
1860,1368853,Parana,,Parana,BR,
1861,1368857,Rio Grande do Sul,Sao Gabriel,Rio Grande do Sul,BR,
1862,1368861,Rio Grande do Sul,,Rio Grande do Sul,BR,
1863,1368952,Western Cape,Prince Albert,Western Cape,ZA,
1864,1370351,Austria,,,AT,
1865,1371060,Bashkortostan,Belebei,Bashkortostan,RU,
1866,1371062,Orenburg,,Orenburg,RU,
1867,1371067,Orenburg,Krasnogvardeiskii,Orenburg,RU,
1868,1371939,Tatarstan,,Tatarstan,RU,
1869,1371940,Komi,Knyazhpogostskii,Komi,RU,
1870,1371960,Udmurtia,Alnashskii,Udmurtia,RU,
1871,1371963,Udmurtia,Alnashskii,Udmurtia,RU,
1872,1372663,Perm,Chastinsky district,Perm,RU,
1873,1372664,Perm,Ocher,Perm,RU,
1874,1374731,Perm,Ocher,Perm,RU,
1875,1374732,Perm,Ocher,Perm,RU,
1876,1374732,Perm,Ocher,Perm,RU,
1877,1375739,Ruvuma,,Ruvuma,TZ,
1878,1375739,Ruvuma,,Ruvuma,TZ,
1879,1381587,Tatarstan,Apastovo,Tatarstan,RU,
1880,1381598,Bashkortostan,Belebei,Bashkortostan,RU,
1881,1382082,Orenburg,Sorochinsk,Orenburg,RU,
1882,1382089,Volgograd,Velikoustyugskii,Volgograd,RU,
1883,1382095,Volgograd,Velikii Ustyug,Volgograd,RU,
1884,1382104,Vladimir,Vyazniki,Vladimir,RU,
1885,1382832,Orenburg,,Orenburg,RU,
1886,1382866,Orenburg,Buzulukskii,Orenburg,RU,
1887,1382962,Bashkortostan,Sterlibashevo,Bashkortostan,RU,
1888,1382963,Kirov,,Kirov,RU,
1889,1383088,Komi,Ust-Vymskii,Komi,RU,
1890,1383089,Archangelsk,,Archangelsk,RU,
1891,1383090,Archangelsk,Kotlas,Archangelsk,RU,
1892,1383091,Archangelsk,Kotlas,Archangelsk,RU,
1893,1383092,Archangelsk,Kotlas,Archangelsk,RU,
1894,1383093,Archangelsk,Kotlas,Archangelsk,RU,
1895,1383176,Texas,Baylor/Willbarger,Texas,US,
1896,1383177,Orenburg,,Orenburg,RU,
1897,1383180,Orenburg,,Orenburg,RU,
1898,1383181,Orenburg,,Orenburg,RU,
1899,1383182,Orenburg,,Orenburg,RU,
1900,1383184,,,,KZ,what is KZ?
1901,1383185,,,,KZ,what is KZ?
1902,1383186,,,,RU,delete
1903,1383187,Archangelsk,,Archangelsk,RU,
1904,1383188,Kirov,Nagorsk,Kirov,RU,
1905,1383189,Bashkortostan,,Bashkortostan,RU,
1906,1383193,Sakha Republic,Bulunsky,Sakha Republic,RU,
1907,1383409,Orenburg,,Orenburg,RU,
1908,1389774,Grand Est,Meurthe-et-Moselle,Grand Est,FR,
1909,1393307,Western Cape,Beaufort West,Western Cape,ZA,
1910,1393310,Western Cape,Central Karoo,Western Cape,ZA,
1911,1393310,Western Cape,Central Karoo,Western Cape,ZA,
1912,1395191,Maranhao,,Maranhao,BR,
1913,1395196,Mendoza,,Mendoza,AR,
1914,1395197,Mendoza,Las Heras,Mendoza,AR,
1915,1395198,Mendoza,,Mendoza,AR,
1916,1395227,Orenburg,,Orenburg,RU,
1917,1395235,Nizhegorod,,Nizhegorod,RU,
1918,1395236,Orenburg,,Orenburg,RU,
1919,1395249,Samara,,Samara,RU,
1920,1395970,Ruvuma,Songea,Ruvuma,TZ,
1921,1395970,Ruvuma,Songea,Ruvuma,TZ,
1922,1395970,Ruvuma,Songea,Ruvuma,TZ,
1923,1395971,Uruguay,,Cerro Largo,UY,
1924,1396073,Rio Grande do Sul,,Rio Grande do Sul,BR,
1925,1396074,Westphalia,"Sieker,",Westphalia,DE,
1926,1396075,Czechia,,,CZ,
1927,1396076,Diana,Ambilobe,Diana,MG,
1928,1396077,Hubei,Yuanan,Hubei,CN,
1929,1412897,,,,PL,delete
1930,1412898,Yaroslavl,Rybinsk,Yaroslavl,RU,
1931,1415671,Arizona,,Arizona,US,
1932,1415764,Eastern Cape,,Eastern Cape,ZA,
1933,1416046,Samara,,Samara,RU,
1934,1416146,Samara,,Samara,RU,
1935,1416151,Samara,,Samara,RU,
1936,1416152,Orenburg,,Orenburg,RU,
1937,1416153,Orenburg,,Orenburg,RU,
1938,1416155,Orenburg,,Orenburg,RU,
1939,1416156,Orenburg,,Orenburg,RU,
1940,1416158,Astrakhan,Akhtubinskii,Astrakhan,RU,
1941,1416159,Komi,Ust-Vymskii,Komi,RU,
1942,1416182,Buzulukskij,,Buzulukskij,RU,
1943,1416183,Samara,,Samara,RU,
1944,1416184,Ivanovo,,Ivanovo,RU,
1945,1416204,Yaroslavl,Rybinsk,Yaroslavl,RU,
1946,1416205,Orenburg,,Orenburg,RU,
1947,1416206,Orenburg,,Orenburg,RU,
1948,1416211,Orenburg,,Orenburg,RU,
1949,1416212,Orenburg,,Orenburg,RU,
1950,1416213,Samara,Borskii,Samara,RU,
1951,1416214,Orenburg,,Orenburg,RU,
1952,1416217,Bashkortostan,,Bashkortostan,RU,
1953,1416218,Bashkortostan,,Bashkortostan,RU,
1954,1416220,Bashkortostan,,Bashkortostan,RU,
1955,1416221,Bashkortostan,,Bashkortostan,RU,
1956,1416223,Bashkortostan,,Bashkortostan,RU,
1957,1416224,Bashkortostan,,Bashkortostan,RU,
1958,1416226,Orenburg,,Orenburg,RU,
1959,1416228,Orenburg,,Orenburg,RU,
1960,1416229,Orenburg,,Orenburg,RU,
1961,1416233,Orenburg,,Orenburg,RU,
1962,1416236,Orenburg,,Orenburg,RU,
1963,1416238,Orenburg,,Orenburg,RU,
1964,1416240,Orenburg,,Orenburg,RU,
1965,1416241,Orenburg,,Orenburg,RU,
1966,1416242,Orenburg,,Orenburg,RU,
1967,1416243,Orenburg,,Orenburg,RU,
1968,1416244,Orenburg,,Orenburg,RU,
1969,1416246,Orenburg,,Orenburg,RU,
1970,1416247,Orenburg,,Orenburg,RU,
1971,1416249,Orenburg,,Orenburg,RU,
1972,1416251,Orenburg,,Orenburg,RU,
1973,1416252,Orenburg,,Orenburg,RU,
1974,1416253,Orenburg,,Orenburg,RU,
1975,1416271,Orenburg,Sol'-Iletsk,Orenburg,RU,
1976,1416274,Orenburg,Sol'-Iletsk,Orenburg,RU,
1977,1416275,Orenburg,Sol'-Iletsk,Orenburg,RU,
1978,1416279,Orenburg,,Orenburg,RU,
1979,1416281,Orenburg,,Orenburg,RU,
1980,1416282,Orenburg,,Orenburg,RU,
1981,1416284,Orenburg,,Orenburg,RU,
1982,1416286,Orenburg,,Orenburg,RU,
1983,1416290,Orenburg,,Orenburg,RU,
1984,1416293,Orenburg,,Orenburg,RU,
1985,1416294,Orenburg,,Orenburg,RU,
1986,1416301,Orenburg,,Orenburg,RU,
1987,1416303,Orenburg,,Orenburg,RU,
1988,1416304,Orenburg,,Orenburg,RU,
1989,1416306,Orenburg,,Orenburg,RU,
1990,1416311,Orenburg,,Orenburg,RU,
1991,1416313,Orenburg,,Orenburg,RU,
1992,1416380,Orenburg,,Orenburg,RU,
1993,1416382,Orenburg,,Orenburg,RU,
1994,1416383,Orenburg,,Orenburg,RU,
1995,1416398,Orenburg,,Orenburg,RU,
1996,1416418,Orenburg,,Orenburg,RU,
1997,1416419,Orenburg,,Orenburg,RU,
1998,1416421,Orenburg,,Orenburg,RU,
1999,1416422,Orenburg,,Orenburg,RU,
2000,1416502,Orenburg,,Orenburg,RU,
2001,1416506,Orenburg,,Orenburg,RU,
2002,1416516,Orenburg,Belyaevka,Orenburg,RU,
2003,1416518,Orenburg,Belyaevka,Orenburg,RU,
2004,1416523,Orenburg,,Orenburg,RU,
2005,1416525,Orenburg,,Orenburg,RU,
2006,1416528,Orenburg,,Orenburg,RU,
2007,1416529,Orenburg,,Orenburg,RU,
2008,1416531,Orenburg,Totskoe,Orenburg,RU,
2009,1416532,Orenburg,Totskoe,Orenburg,RU,
2010,1416558,Orenburg,Totskoe,Orenburg,RU,
2011,1416561,Orenburg,Totskoe,Orenburg,RU,
2012,1416564,Orenburg,Totskoe,Orenburg,RU,
2013,1416565,Orenburg,Totskoe,Orenburg,RU,
2014,1416567,Orenburg,,Orenburg,RU,
2015,1416568,Orenburg,,Orenburg,RU,
2016,1416570,Orenburg,,Orenburg,RU,
2017,1416572,Orenburg,,Orenburg,RU,
2018,1417039,Orenburg,,Orenburg,RU,
2019,1417041,Orenburg,,Orenburg,RU,
2020,1417043,Orenburg,,Orenburg,RU,
2021,1417048,Orenburg,,Orenburg,RU,
2022,1417050,Orenburg,,Orenburg,RU,
2023,1417053,Orenburg,,Orenburg,RU,
2024,1417055,Orenburg,,Orenburg,RU,
2025,1417056,Orenburg,,Orenburg,RU,
2026,1417058,Orenburg,,Orenburg,RU,
2027,1417059,Orenburg,,Orenburg,RU,
2028,1417061,Orenburg,,Orenburg,RU,
2029,1417063,Orenburg,,Orenburg,RU,
2030,1417064,Orenburg,,Orenburg,RU,
2031,1417071,Orenburg,,Orenburg,RU,
2032,1417073,Orenburg,,Orenburg,RU,
2033,1417075,Orenburg,,Orenburg,RU,
2034,1417077,Orenburg,,Orenburg,RU,
2035,1417079,Orenburg,,Orenburg,RU,
2036,1417082,Orenburg,,Orenburg,RU,
2037,1417083,Orenburg,,Orenburg,RU,
2038,1417085,Orenburg,,Orenburg,RU,
2039,1417086,Orenburg,,Orenburg,RU,
